,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
1370,370,신화로닭발,한식,070-87901000,부산광역시 부산진구 부암동 332-10 (2층),"부산광역시 부산진구 동평로 131, 2층 (부암동)",386142.75440432,187153.732259069,영업/정상,,부산진구,부암동,부암동 신화로닭발,부암동 신화로닭발 070-87901000,
1371,371,스피니,분식,070-82450210,부산광역시 부산진구 부암동 133-54번지,"부산광역시 부산진구 신천대로 202, 1층 (부암동)",386771.135645819,186439.528634583,영업/정상,,부산진구,부암동,부암동 스피니,부암동 스피니 070-82450210,
1374,374,한우만공격,식육(숯불구이),051-894-9982,부산광역시 부산진구 범천동 842-7번지 1층,"부산광역시 부산진구 범일로154번길 43-1, 1층 (범천동)",387813.101595371,184709.421195819,영업/정상,,부산진구,범천동,범천동 한우만공격,범천동 한우만공격 051-894-9982,
1377,377,로망(ROMAN),기타,051-8033032,부산광역시 부산진구 전포동 685-6번지 지상1~`3층전부,"부산광역시 부산진구 전포대로199번길 34 (전포동, 지상1~`3층전부)",387944.647486946,185891.910262158,영업/정상,,부산진구,전포동,전포동 로망(ROMAN),전포동 로망(ROMAN) 051-8033032,
1378,378,옛날팥칼국수,한식,051-8680726,부산광역시 부산진구 부전동 264-22번지 지상1층,"부산광역시 부산진구 새싹로14번길 19 (부전동, 지상1층)",387502.655661626,186462.259017118,영업/정상,,부산진구,부전동,부전동 옛날팥칼국수,부전동 옛날팥칼국수 051-8680726,
1381,381,아람식당,기타,051-8071916,부산광역시 부산진구 부전동 100-27번지 지상1층일부,"부산광역시 부산진구 중앙대로756번길 21 (부전동, 지상1층일부)",387803.007099299,186419.560353666,영업/정상,,부산진구,부전동,부전동 아람식당,부전동 아람식당 051-8071916,
1384,384,더킹임다국물떡볶이&피자,한식,051-6363412,부산광역시 부산진구 범천동 1000-24번지,"부산광역시 부산진구 범천로 22, 1층 102호 (범천동, 한라비빌디)",387307.330241124,185213.098436141,영업/정상,,부산진구,범천동,범천동 더킹임다국물떡볶이&피자,범천동 더킹임다국물떡볶이&피자 051-6363412,
1386,386,타이반쩜 양정점,경양식,051-8686123,부산광역시 부산진구 양정동 353-12,"부산광역시 부산진구 중앙대로 900, 3층 (양정동, 타임스퀘어)",388485.246432899,187658.396387017,영업/정상,https://pcmap.place.naver.com/restaurant/1035447014/review/visitor#,부산진구,양정동,양정동 타이반쩜 양정점,양정동 타이반쩜 양정점 051-8686123,
1387,387,시민옛날통닭,한식,051-8083318,부산광역시 부산진구 연지동 168-1,"부산광역시 부산진구 동평로223번길 19, 1층 (연지동)",386754.7098676,187554.481754642,영업/정상,,부산진구,연지동,연지동 시민옛날통닭,연지동 시민옛날통닭 051-8083318,
1389,389,명륜진사갈비 서면점,식육(숯불구이),051807-2687,"부산광역시 부산진구 부전동 175번지 외 1필지, 지상2층","부산광역시 부산진구 중앙대로680번가길 38, 지상2층 (부전동)",387770.158586521,185942.717662486,영업/정상,,부산진구,부전동,부전동 명륜진사갈비 서면점,부전동 명륜진사갈비 서면점 051807-2687,
1391,391,형제양꼬치,기타,051-805-6577,부산광역시 부산진구 부전동 522-49번지,"부산광역시 부산진구 서면로 29, 1-2층 (부전동)",387417.686483093,185733.216997078,영업/정상,,부산진구,부전동,부전동 형제양꼬치,부전동 형제양꼬치 051-805-6577,
1395,395,고향칼국수,분식,051-817-5643,부산광역시 부산진구 부전동 256-6번지,"부산광역시 부산진구 서면로 56, 지상1층 (부전동)",387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 고향칼국수,부전동 고향칼국수 051-817-5643,
1396,396,울산식당,식육(숯불구이),051-818-0920,"부산광역시 부산진구 전포동 878-4번지 ,878-2,-3,-5","부산광역시 부산진구 동천로 140-1, 1층 (전포동)",387862.112163885,186622.035018823,영업/정상,,부산진구,전포동,전포동 울산식당,전포동 울산식당 051-818-0920,
1397,397,라오의산들바람,경양식,051-8054441,부산광역시 부산진구 초읍동 270-6,"부산광역시 부산진구 새싹로 192, 2층 (초읍동)",386635.290554236,187936.465513525,영업/정상,,부산진구,초읍동,초읍동 라오의산들바람,초읍동 라오의산들바람 051-8054441,
1398,398,외식명가 만개짬뽕,중국식,051891-7709,부산광역시 부산진구 가야동 631-1번지,"부산광역시 부산진구 가야공원로14번길 62, 1층 (가야동)",384578.073549246,185540.498321976,영업/정상,https://pcmap.place.naver.com/restaurant/21618435/review/visitor#,부산진구,가야동,가야동 외식명가 만개짬뽕,가야동 외식명가 만개짬뽕 051891-7709,
1400,400,부전산곰장어,기타,051-8033522,부산광역시 부산진구 부전동 102-2번지 지상1층일부,"부산광역시 부산진구 중앙대로756번길 26 (부전동, 지상1층일부)",387816.423143961,186402.65793632,영업/정상,https://pcmap.place.naver.com/restaurant/358809814/review/visitor#,부산진구,부전동,부전동 부전산곰장어,부전동 부전산곰장어 051-8033522,
1401,401,코코샤브가야점,기타,051-8931357,부산광역시 부산진구 가야동 56-2,"부산광역시 부산진구 가야대로 597, 2층 209,210,211호 (가야동, 한신센타뷰)",385548.398327258,185908.029905193,영업/정상,https://pcmap.place.naver.com/restaurant/1114648516/review/visitor#,부산진구,가야동,가야동 코코샤브가야점,가야동 코코샤브가야점 051-8931357,
1408,408,고향식당,한식,051-6379341,부산광역시 부산진구 범천동 1104-14,"부산광역시 부산진구 신암로155번길 8, 1층 (범천동)",386585.814795252,185756.395082156,영업/정상,,부산진구,범천동,범천동 고향식당,범천동 고향식당 051-6379341,
1410,410,냉면은 못참지,호프/통닭,051-897-2030,부산광역시 부산진구 당감동 109-4 금호그랜드타운지하103호,"부산광역시 부산진구 가야대로 635-12 (당감동, 금호그랜드타운지하103호)",385962.216302965,186038.510981912,영업/정상,https://pcmap.place.naver.com/restaurant/31896605/review/visitor#,부산진구,당감동,당감동 냉면은 못참지,당감동 냉면은 못참지 051-897-2030,
1414,414,비턴 서면1호점,기타,051-803-3868,부산광역시 부산진구 부전동 169-2 지하1층,"부산광역시 부산진구 중앙대로702번길 50, 지하1층 (부전동)",387808.638172909,185953.405150235,영업/정상,,부산진구,부전동,부전동 비턴 서면1호점,부전동 비턴 서면1호점 051-803-3868,
1416,416,로운엔씨서면점,기타,051-7947301,부산광역시 부산진구 전포동 668-1,"부산광역시 부산진구 동천로 92, 6층 (전포동, 엔씨)",387920.292113406,186157.316240541,영업/정상,,부산진구,전포동,전포동 로운엔씨서면점,전포동 로운엔씨서면점 051-7947301,
1440,440,보배식당,한식,051891-5055,부산광역시 부산진구 당감동 224-8,"부산광역시 부산진구 백양대로 62-2, 1층 (당감동)",386044.84261387,186708.606392625,영업/정상,,부산진구,당감동,당감동 보배식당,당감동 보배식당 051891-5055,
1449,449,자담치킨 부산범천점,호프/통닭,051-632-9997,부산광역시 부산진구 범천동 1643 범일역풍림아이원,"부산광역시 부산진구 범일로154번길 33, 1층 1021,1022호 (범천동, 범일역풍림아이원)",387758.905527561,184731.35167587,영업/정상,https://pcmap.place.naver.com/restaurant/36667341/review/visitor#,부산진구,범천동,범천동 자담치킨 부산범천점,범천동 자담치킨 부산범천점 051-632-9997,
1533,33,전포세탁,한식,051-803-0448,부산광역시 부산진구 전포동 334-49,"부산광역시 부산진구 동성로49번길 20, 1층 (전포동)",388306.067015512,185946.423156458,영업/정상,,부산진구,전포동,전포동 전포세탁,전포동 전포세탁 051-803-0448,
1556,56,사리원,한식,051-808-8174,부산광역시 부산진구 부전동 486-25,"부산광역시 부산진구 서면문화로5번길 15, 1층 (부전동)",387340.05997408,186270.005233968,영업/정상,https://pcmap.place.naver.com/restaurant/16404889/review/visitor#,부산진구,부전동,부전동 사리원,부전동 사리원 051-808-8174,
1636,136,웅이네 포천버섯육개장,중국식,051-8683635,부산광역시 부산진구 양정동 248-7,"부산광역시 부산진구 중앙대로989번길 54, 1~2층 (양정동)",388710.568749281,188607.125017797,영업/정상,,부산진구,양정동,양정동 웅이네 포천버섯육개장,양정동 웅이네 포천버섯육개장 051-8683635,
1740,240,초대족발집,식육(숯불구이),051-8092727,부산광역시 부산진구 부전동 519-59,"부산광역시 부산진구 중앙대로691번가길 14-5, 2층 (부전동)",387273.236891076,185920.402532404,영업/정상,,부산진구,부전동,부전동 초대족발집,부전동 초대족발집 051-8092727,
1756,256,(주)커피빈코리아 부산서면점,기타,051-802-4282,부산광역시 부산진구 부전동 256-4,"부산광역시 부산진구 서면로 62-1, 에이스메디컬타워 1층 (부전동)",387459.065311297,186064.458835662,영업/정상,,부산진구,부전동,부전동 (주)커피빈코리아 부산서면점,부전동 (주)커피빈코리아 부산서면점 051-802-4282,
1758,258,건강밥상,한식,051-852-3669,부산광역시 부산진구 양정동 71-14,"부산광역시 부산진구 진남로 549, 2층 (양정동)",388892.180187476,187830.07763777,영업/정상,,부산진구,양정동,양정동 건강밥상,양정동 건강밥상 051-852-3669,
1771,271,매드피자 서면점,경양식,051-816-9909,부산광역시 부산진구 부전동 466-15,"부산광역시 부산진구 부전로 89, 1층 (부전동)",387136.793044667,186263.633261374,영업/정상,,부산진구,부전동,부전동 매드피자 서면점,부전동 매드피자 서면점 051-816-9909,
1781,281,굽네치킨 부산전포점,한식,051-924-7070,부산광역시 부산진구 전포동 874-10,"부산광역시 부산진구 중앙대로 802, 1층 104호 (전포동)",387987.446359197,186833.12754413,영업/정상,,부산진구,전포동,전포동 굽네치킨 부산전포점,전포동 굽네치킨 부산전포점 051-924-7070,
1804,304,공간,호프/통닭,051-4673323,부산광역시 부산진구 초읍동 217-24,"부산광역시 부산진구 성지로137번길 107, 1층 (초읍동)",386970.252633322,188460.385716323,영업/정상,,부산진구,초읍동,초읍동 공간,초읍동 공간 051-4673323,
1821,321,진주식당,한식,051-8096356,부산광역시 부산진구 부전동 100-22번지 지상1-2층전체,"부산광역시 부산진구 서전로9번길 46-1, 지상1-2층 (부전동)",387777.533568521,186432.817943375,영업/정상,,부산진구,부전동,부전동 진주식당,부전동 진주식당 051-8096356,
1822,322,길림성,중국식,051-8086690,부산광역시 부산진구 부암동 42-5번지 외2,,386758.929043723,187301.405018387,영업/정상,,부산진구,부암동,부암동 길림성,부암동 길림성 051-8086690,
1825,325,제일식당,한식,051-8026339,부산광역시 부산진구 부전동 149-8번지,부산광역시 부산진구 서전로 20-4 (부전동),387802.430832342,186201.230039374,영업/정상,,부산진구,부전동,부전동 제일식당,부전동 제일식당 051-8026339,
1826,326,부영식당,한식,051-8091682,부산광역시 부산진구 부전동 262-9번지,부산광역시 부산진구 새싹로8번길 13 (부전동),387541.981762678,186390.1252179,영업/정상,,부산진구,부전동,부전동 부영식당,부전동 부영식당 051-8091682,
1910,410,지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점),한식,051-996-5668,부산광역시 부산진구 초읍동 376-54,"부산광역시 부산진구 월드컵대로 451, 2층 (초읍동)",386781.267808294,189027.186510557,영업/정상,,부산진구,초읍동,초읍동 지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점),초읍동 지역사회 통합돌봄식사써비스 지원센터(온마을사랑채-초읍점) 051-996-5668,
1959,459,미도 난바,일식,051-816-6526,부산광역시 부산진구 부전동 408-30,"부산광역시 부산진구 부전로 117-5, 1층 (부전동)",387120.096731106,186554.414787924,영업/정상,,부산진구,부전동,부전동 미도 난바,부전동 미도 난바 051-816-6526,
1962,462,순살만공격,분식,051-5240200,부산광역시 부산진구 범전동 450 삼한골든뷰 센트럴파크,"부산광역시 부산진구 중앙대로 821, 201동 113호 (범전동, 삼한골든뷰 센트럴파크)",387939.473018603,187062.522735753,영업/정상,,부산진구,범전동,범전동 순살만공격,범전동 순살만공격 051-5240200,
1972,472,공순대 서면점,분식,051-997-9992,부산광역시 부산진구 부전동 517-3,"부산광역시 부산진구 서면로 55-1, 1층 (부전동)",387416.829909961,185997.676006804,영업/정상,,부산진구,부전동,부전동 공순대 서면점,부전동 공순대 서면점 051-997-9992,
1976,476,더하다 서면점,기타,070-40420732,부산광역시 부산진구 부전동 560-10,"부산광역시 부산진구 신천대로 163, 1층 (부전동)",386780.122269032,186063.151090573,영업/정상,,부산진구,부전동,부전동 더하다 서면점,부전동 더하다 서면점 070-40420732,
1980,480,별미육,식육(숯불구이),051-804-8481,부산광역시 부산진구 부전동 168-10,"부산광역시 부산진구 서전로10번길 11, 1층 (부전동)",387697.780590392,186158.703838465,영업/정상,,부산진구,부전동,부전동 별미육,부전동 별미육 051-804-8481,
